keyword,scope,avg_monthly_searches,competition,competition_index,low_bid_usd,high_bid_usd,cluster
pink sapphire pendant,expansion,1900,HIGH,100,0.79,3.5,gemstone
diamond emerald necklace,expansion,1900,HIGH,99,1.19,4.92,gemstone
black opal pendant,expansion,1900,HIGH,100,0.55,2.06,gemstone
sapphire and diamond pendant,expansion,1900,HIGH,100,1.03,5.27,gemstone
eternity ring sapphire,expansion,1900,HIGH,100,0.88,3.61,gemstone
painite ring,expansion,1900,HIGH,100,0.62,1.97,gemstone
men's alexandrite ring,expansion,1900,HIGH,100,0.55,1.89,gemstone
sterling silver amethyst ring,expansion,1900,HIGH,71,0.37,1.5,gemstone
gold ring with birthstones,expansion,1900,HIGH,100,0.72,2.86,gemstone
topaz earring,expansion,1900,HIGH,100,0.6,2.86,gemstone
bracelet peridot,expansion,1900,HIGH,100,0.66,3.03,gemstone
blue opal jewellery,expansion,1900,HIGH,96,0.44,2.0,gemstone
agate stone jewelry,expansion,1900,HIGH,85,0.35,1.75,gemstone
women aquamarine ring,expansion,1900,HIGH,100,0.59,2.7,gemstone
blue stone jewelry rings,expansion,1900,HIGH,100,0.47,2.73,gemstone
green colour stone ring,expansion,1900,HIGH,100,0.53,2.14,gemstone
personalized birthstone jewelry,expansion,1900,HIGH,100,1.34,6.6,birthstone
custom birthstone bracelet,expansion,1900,HIGH,100,1.27,5.89,birthstone
gold birthstone necklace,expansion,1900,HIGH,100,1.15,5.7,birthstone
birthstone charm necklace,expansion,1900,HIGH,100,0.78,3.07,birthstone
personalized birthstone bracelet,expansion,1900,HIGH,100,1.34,6.6,birthstone
october birthstone bracelet,expansion,1900,HIGH,100,0.71,2.85,birthstone
custom birthstone necklace for mom,expansion,1900,HIGH,100,0.98,5.72,birthstone
two birthstone bracelet,expansion,1900,HIGH,100,1.12,4.31,birthstone
2 birthstone bracelet,expansion,1900,HIGH,100,1.12,4.31,birthstone
gold necklace birthstone,expansion,1900,HIGH,100,1.15,5.7,birthstone
kendra scott birthstone jewelry,expansion,1900,HIGH,100,0.51,2.06,birthstone
dual birthstone bracelet,expansion,1900,HIGH,100,1.12,4.31,birthstone
engraved birthstone bracelet,expansion,1900,HIGH,100,1.27,5.89,birthstone
personalized mother necklace with birthstones,expansion,1900,HIGH,100,0.98,5.72,birthstone
birthstone bracelet custom,expansion,1900,HIGH,100,1.27,5.89,birthstone
turquoise birthstone jewelry,expansion,1900,MEDIUM,39,0.71,3.13,birthstone
birthstone personalised bracelet,expansion,1900,HIGH,100,1.27,5.89,birthstone
birthstone august necklace,expansion,1900,HIGH,100,0.63,2.55,birthstone
custom mother's birthstone necklace,expansion,1900,HIGH,100,0.98,5.72,birthstone
personalized jewelry for moms with birthstone,expansion,1900,HIGH,100,0.98,5.72,birthstone
necklace october birthstone,expansion,1900,HIGH,100,0.71,2.85,birthstone
charm necklace birthstone,expansion,1900,HIGH,100,0.78,3.07,birthstone
necklace august birthstone,expansion,1900,HIGH,100,0.63,2.55,birthstone
necklace november birthstone,expansion,1900,HIGH,100,0.66,3.83,birthstone
charm necklace with birthstone,expansion,1900,HIGH,100,0.78,3.07,birthstone
engraved birthstone jewelry,expansion,1900,HIGH,100,1.34,6.6,birthstone
nov birthstone necklace,expansion,1900,HIGH,100,0.66,3.83,birthstone
birthstone for october necklace,expansion,1900,HIGH,100,0.71,2.85,birthstone
birthstone bracelet personalized,expansion,1900,HIGH,100,1.27,5.89,birthstone
custom birthstone necklace mother,expansion,1900,HIGH,100,0.98,5.72,birthstone
march stone ring,expansion,1900,HIGH,100,0.52,2.17,birthstone
mothers personalized birthstone necklace,expansion,1900,HIGH,100,0.98,5.72,birthstone
oct birthstone necklace,expansion,1900,HIGH,100,0.71,2.85,birthstone
personalized mom birthstone necklace,expansion,1900,HIGH,100,0.98,5.72,birthstone
carnelian bracelet,expansion,1900,HIGH,100,0.39,1.36,warm_stones
citrine stone jewelry,expansion,1900,HIGH,97,0.41,1.69,warm_stones
earrings citrine,expansion,1900,HIGH,100,0.55,2.55,warm_stones
citrine gemstone jewelry,expansion,1900,HIGH,97,0.41,1.69,warm_stones
blue tigers eye jewelry,expansion,1900,HIGH,94,0.0,0.0,warm_stones
jewelry with citrine stones,expansion,1900,HIGH,97,0.41,1.69,warm_stones
tigers eye crystal jewelry,expansion,1900,HIGH,94,0.0,0.0,warm_stones
bracelet carnelian,expansion,1900,HIGH,100,0.39,1.36,warm_stones
earrings with citrine,expansion,1900,HIGH,100,0.55,2.55,warm_stones
emerald pendant necklace,expansion,1600,HIGH,100,1.25,7.81,gemstone
march birthstone necklace,expansion,1600,HIGH,100,0.7,2.76,gemstone
june birthstone necklace,expansion,1600,HIGH,100,0.69,2.88,gemstone
emerald cut emerald ring,expansion,1600,HIGH,100,1.08,4.42,gemstone
september birthstone necklace,expansion,1600,HIGH,100,0.79,3.0,gemstone
citrine engagement ring,expansion,1600,HIGH,100,0.93,3.59,gemstone
topaz engagement ring,expansion,1600,HIGH,100,0.86,3.7,gemstone
opal pendant necklace,expansion,1600,HIGH,100,0.66,2.94,gemstone
emerald green engagement ring,expansion,1600,HIGH,100,1.22,4.34,gemstone
tourmaline necklace,expansion,1600,HIGH,100,0.53,2.04,gemstone
emerald bracelet gold,expansion,1600,HIGH,100,0.94,4.13,gemstone
yellow topaz ring,expansion,1600,HIGH,100,0.45,2.1,gemstone
purple sapphire ring,expansion,1600,HIGH,100,0.68,2.4,gemstone
aquamarine necklace gold,expansion,1600,HIGH,100,0.91,4.14,gemstone
three birthstone necklace,expansion,1600,HIGH,100,1.2,6.45,gemstone
labradorite bracelet,expansion,1600,HIGH,100,0.36,1.32,gemstone
opal and diamond engagement ring,expansion,1600,HIGH,100,0.98,3.07,gemstone
mystic topaz ring,expansion,1600,HIGH,100,0.28,1.34,gemstone
september birthstone ring,expansion,1600,HIGH,100,0.5,1.94,gemstone
mens tiger eye bracelet,expansion,1600,HIGH,100,0.68,2.45,gemstone
zales emerald ring,expansion,1600,HIGH,100,0.54,1.66,gemstone
may birthstone jewelry,expansion,1600,HIGH,97,0.78,2.99,gemstone
green tourmaline ring,expansion,1600,HIGH,100,0.44,2.06,gemstone
bracelet labradorite,expansion,1600,HIGH,100,0.36,1.32,gemstone
moss agate necklace,expansion,1600,HIGH,100,0.73,2.92,gemstone
blue opal ring,expansion,1600,HIGH,100,0.39,1.89,gemstone
silver emerald ring,expansion,1600,HIGH,100,0.62,2.67,gemstone
february birthstone jewelry,expansion,1600,HIGH,100,0.67,2.72,gemstone
garnet wedding ring,expansion,1600,HIGH,100,0.71,2.69,gemstone
women's birthstone necklace,expansion,1600,HIGH,100,0.93,4.94,gemstone
amethyst gold necklace,expansion,1600,HIGH,100,0.68,2.96,gemstone
blue sapphire and diamond ring,expansion,1600,HIGH,100,0.86,3.27,gemstone
emerald and sapphire ring,expansion,1600,HIGH,100,0.59,2.87,gemstone
blue sapphire diamond ring,expansion,1600,HIGH,100,0.86,3.27,gemstone
gold and emerald bracelet,expansion,1600,HIGH,100,0.94,4.13,gemstone
opal and sapphire ring,expansion,1600,HIGH,100,0.51,1.98,gemstone
opal diamond engagement ring,expansion,1600,HIGH,100,0.98,3.07,gemstone
blue sapphire wedding ring,expansion,1600,HIGH,100,0.85,3.43,gemstone
emerald birthstone bracelet,expansion,1600,HIGH,95,0.94,4.6,gemstone
beaded gemstone necklace,expansion,1600,HIGH,100,0.35,1.29,gemstone
mens tiger eye ring,expansion,1600,HIGH,100,0.28,1.35,gemstone
jewelry stones,expansion,1600,HIGH,100,0.48,2.07,gemstone
silver and emerald ring,expansion,1600,HIGH,100,0.62,2.67,gemstone
mens gemstone necklace,expansion,1600,HIGH,100,0.67,2.51,gemstone
blue nile emerald ring,expansion,1600,LOW,7,0.41,4.45,gemstone
emerald sapphire ring,expansion,1600,HIGH,100,0.59,2.87,gemstone
opal stone jewelry,expansion,1600,HIGH,100,0.46,2.76,gemstone
lab grown alexandrite ring,expansion,1600,HIGH,100,0.8,2.72,gemstone
bezel emerald ring,expansion,1600,HIGH,100,1.08,3.83,gemstone
opal and diamond wedding ring,expansion,1600,HIGH,100,0.98,3.07,gemstone
opal sapphire ring,expansion,1600,HIGH,100,0.51,1.98,gemstone
vintage sapphire engagement ring,expansion,1600,HIGH,100,0.59,2.19,gemstone
sterling silver peridot ring,expansion,1600,HIGH,100,0.32,1.23,gemstone
vintage black onyx ring,expansion,1600,HIGH,100,0.15,0.91,gemstone
jade stone jewellery,expansion,1600,HIGH,100,0.57,1.92,gemstone
jewellery stones,expansion,1600,HIGH,100,0.48,2.07,gemstone
stone wedding ring,expansion,1600,HIGH,100,0.67,2.23,gemstone
bracelet healing stones,expansion,1600,HIGH,100,0.55,2.15,gemstone
beaded necklace gemstone,expansion,1600,HIGH,100,0.35,1.29,gemstone
mothers ring 5 stones,expansion,1600,HIGH,100,0.38,2.39,birthstone
3 birthstone necklace,expansion,1600,HIGH,100,1.2,6.45,birthstone
february birthstone ring,expansion,1600,HIGH,100,0.48,1.81,birthstone
july birthstone ring,expansion,1600,HIGH,100,0.53,1.97,birthstone
january birthstone ring,expansion,1600,HIGH,100,0.51,1.77,birthstone
birthstone cross necklace,expansion,1600,HIGH,100,0.71,2.75,birthstone
5 stone mothers ring,expansion,1600,HIGH,100,0.38,2.39,birthstone
3 stone birthstone necklace,expansion,1600,HIGH,100,1.2,6.45,birthstone
sterling silver birthstone necklace,expansion,1600,HIGH,100,0.8,2.9,birthstone
gold birthstone bracelet,expansion,1600,HIGH,100,1.21,5.91,birthstone
emerald birthstone jewelry,expansion,1600,HIGH,95,0.94,4.6,birthstone
dainty birthstone necklace,expansion,1600,HIGH,100,0.75,2.61,birthstone
birthstone gold bracelet,expansion,1600,HIGH,100,1.21,5.91,birthstone
three stone birthstone necklace,expansion,1600,HIGH,100,1.2,6.45,birthstone
three birthstone jewelry,expansion,1600,HIGH,100,1.2,6.45,birthstone
women's birthstone jewelry,expansion,1600,HIGH,100,0.93,4.94,birthstone
feb birthstone ring,expansion,1600,HIGH,100,0.48,1.81,birthstone
stackable mothers birthstone ring,expansion,1600,HIGH,100,0.66,2.94,birthstone
gold bracelet birthstone,expansion,1600,HIGH,100,1.21,5.91,birthstone
feb birthstone jewelry,expansion,1600,HIGH,100,0.67,2.72,birthstone
necklace march birthstone,expansion,1600,HIGH,100,0.7,2.76,birthstone
sept birthstone ring,expansion,1600,HIGH,100,0.5,1.94,birthstone
five stone mothers ring,expansion,1600,HIGH,100,0.38,2.39,birthstone
necklace with september birthstone,expansion,1600,HIGH,100,0.79,3.0,birthstone
sept birthstone necklace,expansion,1600,HIGH,100,0.79,3.0,birthstone
mom birthstone ring stackable,expansion,1600,HIGH,100,0.66,2.94,birthstone
male birthstone ring,expansion,1600,HIGH,100,0.47,1.79,birthstone
birthstone june necklace,expansion,1600,HIGH,100,0.69,2.88,birthstone
birthstone cross pendant,expansion,1600,HIGH,100,0.71,2.75,birthstone
necklace june birthstone,expansion,1600,HIGH,100,0.69,2.88,birthstone
necklace september birthstone,expansion,1600,HIGH,100,0.79,3.0,birthstone
birthstone july ring,expansion,1600,HIGH,100,0.53,1.97,birthstone
sterling silver necklace birthstone,expansion,1600,HIGH,100,0.8,2.9,birthstone
jan birthstone ring,expansion,1600,HIGH,100,0.51,1.77,birthstone
birthstone february ring,expansion,1600,HIGH,100,0.48,1.81,birthstone
birthstone september ring,expansion,1600,HIGH,100,0.5,1.94,birthstone
birthstone january ring,expansion,1600,HIGH,100,0.51,1.77,birthstone
birthstone necklace women,expansion,1600,HIGH,100,0.93,4.94,birthstone
birthstone crucifix necklace,expansion,1600,HIGH,100,0.71,2.75,birthstone
ring january birthstone,expansion,1600,HIGH,100,0.51,1.77,birthstone
birthstone jewelry for january,expansion,1600,HIGH,100,0.51,1.77,birthstone
ring with february birthstone,expansion,1600,HIGH,100,0.48,1.81,birthstone
tiger eye earrings,expansion,1600,HIGH,100,0.32,1.16,warm_stones
tiger eye bead necklace,expansion,1600,HIGH,100,0.39,1.77,warm_stones
vintage tiger eye ring,expansion,1600,HIGH,78,0.14,1.31,warm_stones
antique tiger eye ring,expansion,1600,HIGH,78,0.14,1.31,warm_stones
engagement citrine ring,expansion,1600,HIGH,100,0.93,3.59,warm_stones
tiger eye ring vintage,expansion,1600,HIGH,78,0.14,1.31,warm_stones
tigers eye men's ring,expansion,1600,HIGH,100,0.28,1.35,warm_stones
amber bracelet,amber_core,1300,HIGH,100,0.27,1.05,amber_general
amber earrings,amber_core,1300,HIGH,100,0.27,1.26,amber_general
amber necklace for newborn,amber_core,1300,HIGH,100,0.34,1.56,amber_general
amber necklace newborn,amber_core,1300,HIGH,100,0.34,1.56,amber_general
bracelet amber,amber_core,1300,HIGH,100,0.27,1.05,amber_general
sapphire pendant necklace,expansion,1300,HIGH,100,1.23,6.42,gemstone
aquamarine pendant,expansion,1300,HIGH,100,0.78,3.61,gemstone
tanzanite bracelet,expansion,1300,HIGH,100,0.58,3.1,gemstone
blue topaz bracelet,expansion,1300,HIGH,100,0.71,3.21,gemstone
may birthstone necklace,expansion,1300,HIGH,100,0.69,3.36,gemstone
birthstone pendant,expansion,1300,HIGH,100,0.93,4.05,gemstone
black sapphire ring,expansion,1300,HIGH,100,0.47,2.74,gemstone
pink tourmaline necklace,expansion,1300,HIGH,100,0.57,1.94,gemstone
aquamarine ring white gold,expansion,1300,HIGH,100,0.67,3.55,gemstone
opal necklace silver,expansion,1300,HIGH,100,0.48,1.78,gemstone
emerald cut sapphire ring,expansion,1300,HIGH,100,0.73,3.44,gemstone
green amethyst ring,expansion,1300,HIGH,100,0.43,1.9,gemstone
garnet necklace gold,expansion,1300,HIGH,100,0.71,3.22,gemstone
aquamarine wedding ring,expansion,1300,HIGH,100,0.84,3.35,gemstone
white gold sapphire ring,expansion,1300,HIGH,100,0.66,3.61,gemstone
white gold emerald ring,expansion,1300,HIGH,100,0.93,3.85,gemstone
sapphire and diamond bracelet,expansion,1300,HIGH,100,1.04,3.63,gemstone
green emerald necklace,expansion,1300,HIGH,100,0.55,2.47,gemstone
tourmaline bracelet,expansion,1300,HIGH,100,0.42,1.52,gemstone
may birthstone ring,expansion,1300,HIGH,100,0.58,2.21,gemstone
amethyst crystal necklace,expansion,1300,HIGH,100,0.35,1.35,gemstone
garnet and diamond ring,expansion,1300,HIGH,100,0.75,3.06,gemstone
opal tennis bracelet,expansion,1300,HIGH,100,0.79,3.19,gemstone
padparadscha sapphire ring,expansion,1300,HIGH,100,0.55,2.55,gemstone
aquamarine birthstone ring,expansion,1300,HIGH,100,0.54,3.21,gemstone
opal bracelet gold,expansion,1300,HIGH,100,0.55,2.23,gemstone
yellow stone ring,expansion,1300,HIGH,100,0.43,1.92,gemstone
morganite engagement ring rose gold,expansion,1300,HIGH,100,1.04,5.12,gemstone
lab grown emerald engagement ring,expansion,1300,HIGH,99,1.47,6.75,gemstone
black tourmaline ring,expansion,1300,HIGH,100,0.32,1.14,gemstone
necklace with name and birthstone,expansion,1300,HIGH,100,1.03,3.59,gemstone
pink opal ring,expansion,1300,HIGH,100,0.36,1.6,gemstone
ruby stone ring,expansion,1300,HIGH,78,0.55,2.53,gemstone
natural ruby ring,expansion,1300,HIGH,100,0.67,2.9,gemstone
sapphire bracelet gold,expansion,1300,HIGH,100,0.74,3.22,gemstone
birthstone name necklace,expansion,1300,HIGH,100,1.03,3.59,gemstone
citrine gold ring,expansion,1300,HIGH,100,0.52,2.16,gemstone
gemstone pendant,expansion,1300,HIGH,100,0.42,1.8,gemstone
sapphire diamond bracelet,expansion,1300,HIGH,100,1.04,3.63,gemstone
blue star sapphire ring,expansion,1300,HIGH,100,0.29,1.61,gemstone
silver opal ring,expansion,1300,HIGH,100,0.44,1.71,gemstone
mens blue sapphire ring,expansion,1300,HIGH,100,0.46,2.53,gemstone
garnet gold necklace,expansion,1300,HIGH,100,0.71,3.22,gemstone
garnet diamond ring,expansion,1300,HIGH,100,0.75,3.06,gemstone
opal and emerald ring,expansion,1300,HIGH,100,0.58,2.46,gemstone
men's peridot ring,expansion,1300,HIGH,100,0.44,1.9,gemstone
yellow gold emerald ring,expansion,1300,HIGH,100,1.09,4.73,gemstone
white gold and sapphire ring,expansion,1300,HIGH,100,0.66,3.61,gemstone
pink tourmaline pendant,expansion,1300,HIGH,100,0.57,1.94,gemstone
ruby gemstone ring,expansion,1300,HIGH,78,0.55,2.53,gemstone
silver moonstone ring,expansion,1300,HIGH,100,0.47,1.58,gemstone
gold and sapphire bracelet,expansion,1300,HIGH,100,0.74,3.22,gemstone
gemstone necklace pendants,expansion,1300,HIGH,100,0.6,2.28,gemstone
emerald and white gold ring,expansion,1300,HIGH,100,0.93,3.85,gemstone
yellow gemstone ring,expansion,1300,HIGH,100,0.43,1.92,gemstone
emerald necklace men,expansion,1300,HIGH,100,0.65,1.86,gemstone
mens lapis lazuli ring,expansion,1300,HIGH,100,0.36,1.5,gemstone
rose gold and morganite engagement ring,expansion,1300,HIGH,100,1.04,5.12,gemstone
opal emerald ring,expansion,1300,HIGH,100,0.58,2.46,gemstone
james avery birthstone ring,expansion,1300,HIGH,100,0.03,0.18,gemstone
opal and silver ring,expansion,1300,HIGH,100,0.44,1.71,gemstone
sapphire antique ring,expansion,1300,HIGH,100,0.49,1.46,gemstone
mens opal pendant,expansion,1300,HIGH,100,0.4,1.55,gemstone
women peridot ring,expansion,1300,HIGH,100,0.48,2.43,gemstone
yellow gem ring,expansion,1300,HIGH,100,0.43,1.92,gemstone
opal necklace men,expansion,1300,HIGH,100,0.4,1.55,gemstone
cabochon jewellery,expansion,1300,HIGH,100,0.28,2.11,gemstone
women moonstone ring,expansion,1300,HIGH,100,0.5,1.95,gemstone
name necklace with birthstone,expansion,1300,HIGH,100,1.03,3.59,birthstone
name and birthstone necklace,expansion,1300,HIGH,100,1.03,3.59,birthstone
april birthstone ring,expansion,1300,HIGH,99,0.59,2.3,birthstone
sapphire birthstone necklace,expansion,1300,HIGH,96,0.88,4.02,birthstone
birthstone heart necklace,expansion,1300,HIGH,100,0.79,3.79,birthstone
couples birthstone ring,expansion,1300,HIGH,100,0.68,2.34,birthstone
opal birthstone ring,expansion,1300,HIGH,100,0.55,1.97,birthstone
may birthstone bracelet,expansion,1300,HIGH,100,0.69,3.36,birthstone
sapphire birthstone jewelry,expansion,1300,HIGH,96,0.88,4.02,birthstone
toi et moi birthstone ring,expansion,1300,HIGH,100,1.08,3.5,birthstone
birthstone sapphire necklace,expansion,1300,HIGH,96,0.88,4.02,birthstone
birthstone necklace heart,expansion,1300,HIGH,100,0.79,3.79,birthstone
birthstone may necklace,expansion,1300,HIGH,100,0.69,3.36,birthstone
nameplate necklace with birthstone,expansion,1300,HIGH,100,1.03,3.59,birthstone
sapphire birthstone pendant,expansion,1300,HIGH,96,0.88,4.02,birthstone
zales jewelry birthstone rings,expansion,1300,HIGH,100,0.03,2.01,birthstone
aquamarine ring birthstone,expansion,1300,HIGH,100,0.54,3.21,birthstone
birthstone jewellery april,expansion,1300,HIGH,99,0.59,2.3,birthstone
birthstone may ring,expansion,1300,HIGH,100,0.58,2.21,birthstone
birthstone aquamarine ring,expansion,1300,HIGH,100,0.54,3.21,birthstone
birthstone opal ring,expansion,1300,HIGH,100,0.55,1.97,birthstone
birthstone jewelry zales,expansion,1300,HIGH,100,0.03,2.01,birthstone
birthstone april ring,expansion,1300,HIGH,99,0.59,2.3,birthstone
birthstone as engagement ring,expansion,1300,HIGH,100,1.07,3.46,birthstone
birthstone james avery ring,expansion,1300,HIGH,100,0.03,0.18,birthstone
birthstone jewelry april,expansion,1300,HIGH,99,0.59,2.3,birthstone
necklace birthstone may,expansion,1300,HIGH,100,0.69,3.36,birthstone
women's citrine ring,expansion,1300,HIGH,100,0.44,1.92,warm_stones
citrine and gold ring,expansion,1300,HIGH,100,0.52,2.16,warm_stones
citrine ring in gold,expansion,1300,HIGH,100,0.52,2.16,warm_stones
gold ring citrine,expansion,1300,HIGH,100,0.52,2.16,warm_stones
gold ring with citrine,expansion,1300,HIGH,100,0.52,2.16,warm_stones
red tiger eye jewelry,expansion,1300,HIGH,96,0.0,0.0,warm_stones
amber in jewelry,amber_core,1000,HIGH,88,0.0,0.0,amber_general
amber prices,amber_core,1000,LOW,11,0.0,0.0,amber_general
amber beads,amber_core,1000,HIGH,100,0.2,1.02,amber_types
price amber,amber_core,1000,LOW,11,0.0,0.0,amber_types
healing crystal jewelry,expansion,1000,HIGH,100,0.52,1.71,gemstone
emerald promise ring,expansion,1000,HIGH,100,0.86,2.45,gemstone
blue sapphire bracelet,expansion,1000,HIGH,100,0.76,3.36,gemstone
sapphire necklace silver,expansion,1000,HIGH,100,0.47,2.28,gemstone
green stone necklace,expansion,1000,HIGH,100,0.39,1.54,gemstone
lab created emerald ring,expansion,1000,HIGH,100,0.59,2.81,gemstone
peridot necklace gold,expansion,1000,HIGH,100,0.66,3.4,gemstone
